InPlay,Velo,SpinRate,HorzBreak,InducedVertBreak
0,89.65,2282,14.17,10.25
0,95.22,2112,8.44,16.67
1,95.73,2249,5.23,16.89
0,93.48,2306,11.46,18.28
0,96.95,2266,8.27,19.71
0,98.17,2061,14.73,12.34
1,98.04,2282,4.44,19.95
1,87.96,2070,15.42,13.46
1,93.07,2083,2.94,17.19
0,93.18,2222,11.18,17.33
0,93,2123,17.03,7.43
0,94.66,2265,17.85,7.12
0,92.65,2263,4.04,14.9
0,93.3,2176,7.03,14.48
0,93.51,2356,18.36,12.51
0,91.87,2065,17.46,7.34
1,95.07,2129,10.38,16.13
0,95.24,2410,1.37,20.11
1,90.29,2005,3.98,16.76
0,93.83,2338,5.22,19.4
0,94.04,2096,12.42,16.02
1,91.69,1917,14.68,13.28
1,92.21,2135,16.92,7.24
0,93.2,2334,6.09,19.76
0,96.13,2310,2.28,16.79
1,96.93,2420,2.58,18.98
0,95.52,2071,6.74,15.23
1,93.06,2441,16.58,9.54
0,90.15,2032,17.54,7.21
0,97.83,2255,10.99,14.76
0,94.12,1969,10.3,10.9
0,90.81,2182,15.33,11.64
0,96.24,2581,4.39,19.97
0,91.46,2048,17.01,11.24
0,94.37,2395,17.42,8.5
0,94.66,2335,5.24,13.21
1,93.24,2331,13.01,13.69
0,93.25,2017,8.11,17.68
0,92.6,2021,3.92,14.46
0,92.36,2267,10.72,15.76
0,94.15,2364,8.31,19.04
0,94.72,2031,10.97,15.66
0,90.99,1720,16.78,1.28
0,92.7,2277,4.72,17.42
0,94.69,2453,5.15,19.96
0,92.71,2251,5.69,19.06
0,92.68,2148,14.42,13.74
1,66.91,1580,6.69,15.73
0,97.72,2161,17.56,8.04
0,96.74,2451,1.93,19.14
0,93.26,2178,12.54,13.41
1,96.16,2082,15.09,3.08
1,96.44,2514,11.87,17.06
0,97.11,2272,3.43,16.39
0,95.37,2342,4.14,17.87
0,91.01,2045,17.33,6.86
0,93.4,2231,17.24,6.49
0,91.53,1841,4.09,19.11
0,93.42,2456,10.65,20.07
0,95.31,1997,15.14,12.78
1,94.69,2199,12.01,15.04
0,95.78,2430,10.49,15.43
0,92.87,2087,9.29,15.97
1,94.22,1897,3.6,9.12
0,94.17,2433,10.19,19.67
1,93.93,2271,8.51,15.98
0,92.86,2345,17.76,11.51
0,91.57,2014,3.15,16.01
0,95.25,2136,6.57,15.6
0,92.19,2347,2.33,18.62
1,90.76,2368,11.7,5.3
0,92.27,2343,6.6,16.76
0,92.96,2175,20.7,10.81
1,94.03,2184,11.33,11.62
0,93.82,2528,9.84,18.22
0,89.06,2166,12.03,3.56
0,92.83,2382,7.44,19.09
0,92.46,2043,17.98,8.82
1,92.24,2247,19.08,1.26
0,94.19,2366,4.62,18
0,90.06,2026,5.58,11.66
0,93.93,2069,15.61,3.29
0,97.92,2185,5.86,19.72
0,94.69,2101,6.92,15.87
0,98.81,2467,11.92,16.7
0,96.04,2118,18.35,10.66
0,91.02,2126,11.45,16.83
0,97.31,2112,12.51,8.15
1,92.7,2341,9.29,17.25
0,92.89,2165,4.51,19.13
0,93.71,1936,13.22,6.32
1,93.6,2059,17.74,7.36
0,92.61,1964,16.04,5.31
0,96.51,2456,4.09,15.16
1,96.61,2305,15.81,13.95
0,94.34,2354,1.04,18.48
0,89.81,2064,-1.83,18.11
0,96.37,2383,7.62,17.67
0,94.21,2326,7.76,18.72
0,96.73,2478,13.02,17.54
0,91.13,2132,7.51,18.49
0,96.45,2231,11.49,0.49
1,94.55,2252,1.87,16.33
0,94.35,2466,12.88,17.43
1,96.79,2323,15.81,8.09
0,90.18,2060,15.63,9.93
0,95.53,2213,12.05,16.29
0,92.05,1948,19.26,6.89
0,92.01,2320,11.37,20
0,93.24,2402,2.12,14.29
1,93.32,2364,17.39,11.06
0,94.32,2055,15.05,4.04
1,92.61,2173,9.93,8.06
0,91.95,2126,10.04,15.95
0,94.7,2170,10.73,16.88
0,93.01,2233,8.87,14.46
0,95.4,2533,10.71,21.31
1,96,2351,4.72,19.19
1,92.44,2373,12.57,15.59
1,94.37,2586,0.42,11.86
1,94.1,2125,15.86,10.8
0,95.65,2543,6.89,16.75
1,95.02,2448,4.87,12.58
0,95.02,1999,16.44,10.31
0,94.22,2554,6.8,19.35
1,93.65,2291,3.84,18.86
1,93.76,2536,10.97,17.31
1,92.11,1984,6.01,14.5
0,95.27,2230,3.82,9.66
1,92.87,2459,11.35,19.39
0,93.26,2124,2.49,18.74
0,92.08,2307,5.97,19.05
1,93.38,2323,-3.71,16.19
0,95.74,2554,10.69,19.51
0,97.36,2396,17.63,7.44
0,92.21,2328,2.18,17
0,91.45,2133,8.13,13.93
0,95.62,2184,11.87,14.3
0,98.26,2335,7.03,18.94
0,97.16,2084,13.73,12.35
0,94.74,2230,5.85,17.3
0,92.07,2441,-0.59,8.45
0,93.72,2001,14.95,12.16
0,92.53,2163,16.58,14.24
1,95.1,2531,11.8,20.03
0,94.35,2601,8.34,20.35
0,99.63,2407,14.92,10.01
0,90.54,2273,8.11,19.22
0,96.65,2279,13.69,14.05
0,95.36,2183,10.81,11.3
0,98.45,2385,10.15,19.64
0,93.09,2452,6.5,18.71
0,88.56,2300,8.35,15.4
0,97.29,2002,17.82,13.1
0,94.22,2474,4.89,15.64
1,92.4,2145,15.18,11.7
0,95.97,2256,7.41,19
0,90.43,2317,6.13,17.97
0,93.57,2092,10.67,14.55
0,94.91,2087,18.4,4.81
1,91.93,2203,7.08,17.77
1,94.24,2015,7.34,13.35
0,95.01,2109,17.65,4.31
1,92.74,2122,17.43,8.41
0,92.7,2319,6.45,18.42
0,99.03,2446,12.11,15.62
0,96.81,2235,8.34,15.48
0,95.56,2482,14.42,15.98
0,94.38,2326,7.97,19.73
0,96.85,2196,17.93,6.12
0,92.98,2300,18.63,6.1
0,96.39,2581,7.56,15.93
1,94.65,2276,7.89,17.68
1,89.23,2393,15.51,15.08
1,91.24,1983,15.32,6.97
0,88.84,2078,15.26,4.14
0,97.32,2233,8.58,16.42
1,97.02,2004,7.87,14.31
0,95.36,2332,6.28,14.97
0,91.06,2390,1.77,19.02
0,94.43,2128,16.27,9.34
0,92.3,2053,12.7,10.58
0,96.8,2395,9.57,15.63
0,94.64,2204,6.2,16.85
0,94.88,2199,12.13,8.51
1,88.72,2229,-0.68,16.92
1,93.44,2104,13.86,9.8
0,95.6,2217,11.21,17.37
0,99.13,2338,6.97,16.97
1,98.7,2515,9.34,16.51
0,93.92,1886,9.45,10.04
0,93.78,2078,3.23,17.12
1,90.68,1957,14.32,4.3
0,95.58,2497,10.45,9.83
0,93.04,2198,14.93,12.97
1,94.19,2213,10.16,18.22
1,95.83,2084,9.77,12.17
0,89.99,2086,9.31,16.46
1,88.11,2051,14.98,13.63
0,96.72,2194,6.27,12.41
0,95.93,2207,13.57,2.27
0,96.9,2458,4.38,18.27
0,94.96,2054,4.49,16.07
0,94.31,2069,20.26,1.7
0,87.15,2031,18.74,9.53
0,96.51,2213,18.89,5.22
1,94.76,1994,6.25,16.43
0,92.49,2312,5.93,14.57
0,93.47,2193,7.9,13.59
0,94.82,2348,-0.76,17.35
0,95.76,2383,7.86,19.47
0,91,2149,17.07,6.99
0,97.38,2480,6.94,22.49
1,98.36,2316,17.38,6.76
0,94,2129,16.22,9.15
0,95.71,2190,19.83,5.58
0,95.29,2201,14.73,11.27
1,95.35,2406,9.93,15.26
0,93.94,2463,0.29,18.64
1,92.98,2190,8.82,13.03
1,88.34,2033,15.22,15.78
0,98.71,1947,3.28,14.56
1,98.29,2217,14.27,11.44
0,91.33,2017,18.43,10.51
1,91.13,2099,4.46,11.27
1,93.25,2265,12.26,16.32
0,97.22,2243,15.44,9.57
1,94.88,2193,15.01,10.71
0,97.97,2177,14.59,17.95
0,93.6,1998,13.28,9.95
0,93.4,2087,16.52,10.18
0,92.58,1917,14.85,-2.62
0,92.69,2140,13.61,16.72
0,92.78,2127,17.61,11.81
0,88.4,1827,11.57,11.98
1,90.94,2018,10.65,12.12
1,96.26,2584,12.49,17.85
0,87.74,1994,14.96,10.87
1,94.29,2122,7.1,14.47
0,93,2292,12.6,12.49
0,95.29,2104,9.42,12.5
0,92.62,2206,13.94,14.73
0,96.74,2331,10.06,14.87
0,94.98,2299,19.09,11.2
0,92.3,2145,-3.09,15.81
0,95.07,2342,6.97,20.12
0,92.66,1747,2.9,15.03
0,95.24,2388,3.48,10.49
1,96.32,2131,14.6,10.13
0,95.75,2209,12.96,12.77
1,93.21,2185,15.27,6.52
0,94.01,1926,16.79,9.66
0,95.78,2343,8,17.86
0,95.81,2502,10.55,13.37
0,93.1,2117,7.6,16.48
0,94.62,2327,3.71,17.53
0,93.84,2300,13.84,11.18
0,94.8,2243,7.85,18.84
0,97.3,2198,15.44,8.75
1,96.29,2128,8.48,16.87
0,89.84,2291,17.47,6.48
0,96.57,2349,9.62,16.45
0,98.81,2386,13.48,8.78
1,91.82,1922,13.25,11.74
0,96.35,2588,6.38,17.29
0,95.56,2726,-1.32,7.58
0,90.77,1884,17.76,2.26
1,94.42,2288,15.98,11.3
0,94.04,1919,3.92,16.49
0,96.67,2349,5.99,17.53
1,92.94,2158,-0.86,5.46
0,95.58,2101,14.81,7.32
0,94.78,2010,17.33,6.13
1,94.59,1963,10.15,13.36
0,93.78,2035,10.63,9.75
0,93.35,2224,11.7,19.83
1,92.93,2327,5.74,17.93
0,96.14,2382,8.16,15.13
0,92.08,2166,-0.25,19.33
0,87.65,1902,13.95,9.75
1,94.91,2092,2.96,18.17
1,94.4,2299,15.16,12.86
0,96.62,2492,2.84,16.75
0,95.93,2149,4.17,20.35
0,96.49,2353,10.8,18.68
0,90.73,2271,10.12,19.4
0,93.58,2368,7.11,21.47
0,92.97,1983,6.75,15.19
0,93.47,2280,16.41,6.37
0,92.63,2092,7.07,12.77
1,91.3,2160,15.77,8.37
0,93.14,2274,8.68,15.99
1,90.95,2280,2.8,18.4
0,96.69,2466,3.6,18.3
0,94.27,2279,4.16,20.71
0,96.34,2683,4.12,21.23
0,92.99,2394,5.03,18.03
0,94.84,2169,13.73,12.67
0,95.3,2089,3.3,18.28
0,92.22,2342,16.35,9.41
1,95.11,2134,13.47,14.24
1,92.06,2075,7.87,13.03
0,96.47,2267,19.97,3.98
0,94.68,2256,-1.84,16.29
0,95.55,2116,6.6,15.83
0,96.1,2480,11.05,19.87
0,93.02,2513,2.25,13.72
0,90.53,2156,9.83,17.64
0,95.08,2247,6.99,15.65
0,92.48,2011,1.93,15.4
0,92.15,2177,9.87,18.92
1,94.87,2138,4.92,18.6
0,92.86,1986,15.07,7.07
1,93.14,2499,3.97,21.64
0,96.76,2245,8.14,17.48
0,93.88,2465,3.72,16.52
0,94.69,2160,8.23,16.67
1,93.83,2085,8.9,15.18
0,93.57,2692,6.74,21.03
0,93.63,2270,13.24,12.7
0,96.25,2427,7.57,16.83
0,95.25,2310,17.81,7.18
0,91.1,2115,14.64,6.54
1,94.34,2117,15.41,11.25
0,95.54,2004,17.44,7.1
0,90.42,2402,3.86,15.98
1,93.56,1895,7.42,11.98
1,88,1928,11.25,10.48
1,94.22,1982,12.96,14.27
0,94.43,1874,16.13,7.93
0,95.25,2213,6.12,13.92
0,95.37,2110,12.86,10.69
1,97.89,2591,17.16,8.13
1,94.31,2470,2.16,15.59
0,94.49,2537,12.62,12.18
0,91.97,2083,16.55,7.49
1,94.72,2530,3.15,19.01
0,98.78,2122,18.23,11.91
1,93.44,2350,5.59,17.88
0,93.3,2113,10.67,11.44
0,96.17,2362,10.67,17.4
0,91.27,2168,15.32,9.84
0,95.41,2468,6.15,18.83
0,97.92,2168,18.09,4.79
1,91.97,2211,4.21,12.31
1,95.25,2502,10.88,15.9
0,93.78,2225,9.26,17.89
0,92.03,2577,3.35,19.04
1,95.87,2187,10.14,18.78
0,96.53,2232,14,10.89
0,97.2,2405,2.33,19.27
0,97.59,2022,13.6,7.75
1,86.06,2087,15.47,7.1
1,93.55,1864,7.64,13.25
0,95.87,2269,17.23,8.43
0,92.77,1942,11.89,13.6
0,98.98,2549,9.58,19.65
0,94.6,2168,14.93,11.05
0,98.07,2564,8.54,18.42
0,95.29,2304,6.22,16.18
0,97.45,2078,7.9,12.65
1,96.17,2293,13.17,11.76
0,96.48,2310,14.12,13.04
1,94.21,1984,11.53,9.14
1,94.09,2378,2.32,10.94
0,92.84,2236,4.37,18.78
0,92.11,2088,19.77,11.88
0,93.89,2181,14.62,12.73
0,94.99,2409,-1.4,13.77
1,92.44,2235,8.2,18.36
0,93.46,2170,9.68,16.8
0,96.2,2570,3.93,11.82
0,96.06,2327,10.17,16.52
0,91.31,1971,14.03,7.3
0,89.81,2477,13.2,20.19
1,93.04,2365,7.55,16.03
0,92.97,2309,15.23,9.16
1,93.37,2220,4.07,17.31
0,96.77,2374,-4.98,17.88
0,97.1,2430,5.76,15.9
0,90.15,1934,16.73,1.43
0,95.03,2222,7.89,17.46
1,96.69,2400,13.54,15.87
0,94.12,2193,4.96,17.67
0,93.74,1999,13.56,7.25
1,94.4,2456,13.27,16.54
1,94.45,2401,6.8,18.97
0,98.43,2678,10.87,18.81
0,95.62,2825,12.34,18.77
1,89.77,2237,16.24,14.97
0,97.18,2039,17.02,5.82
0,94.21,1961,9,13.27
0,93.19,2098,1.27,19.06
1,95.25,2147,5.15,8.06
0,95.84,2316,15.98,12.29
1,92.35,2290,4.49,21.16
0,96.65,2206,9.7,17.51
0,92.66,2285,12.07,18.23
0,88.12,2314,1.63,17.59
0,93.05,2357,12.91,16.08
1,93.97,2405,9.4,17.84
0,95.33,2361,6.12,17.49
1,91.73,2041,5.27,21.61
1,94.92,2520,-4.88,11.31
0,97.76,2568,7.67,18.63
1,87.83,2100,8.67,10.57
0,91.13,2465,16.28,11.41
0,98.93,2139,3.49,17.32
0,96.28,2319,12.8,15.59
0,95.34,2467,8.92,15.75
0,95.08,1818,14.33,1.02
0,92.34,2378,13.18,13.3
0,95.85,2672,9.45,15.19
0,95.72,2902,8.97,21.13
0,95.79,2158,11.73,7.52
0,90.95,2366,11.47,16.3
0,94.36,2320,16.87,9.73
0,94.03,2344,13.67,17.19
0,93.75,2238,3.64,15.51
0,95.83,2084,9.46,16.26
0,88.69,2205,2.56,18.3
1,88.94,2139,14.28,10.2
1,99.26,2419,1.6,17.9
1,97.86,2244,12.32,10.04
0,89.26,2108,13.99,6.5
0,92.81,2118,16.5,9.16
1,92.62,1972,15.87,9.72
0,100.24,2097,13.72,7.52
1,87.99,1870,15.81,10.69
0,91.51,1954,12.09,13.77
0,95.52,2316,3.91,16.73
1,94.71,2527,9.59,19.18
1,96.29,2178,10.67,16.92
0,96.56,2604,2.22,14.63
0,93.64,1979,7.83,17.29
0,92.11,2154,7.52,16.68
0,94.12,2331,18.93,5.19
0,94.57,2480,11.12,15.94
0,92.13,2103,12.41,14.2
1,88.21,1863,7.65,13.09
0,91.15,2257,10,16.96
0,91.94,2552,12.3,17.36
1,94.82,2564,-2.7,14.36
1,94.43,2630,5.95,11.28
0,94.15,2252,13.59,13.88
0,96.35,2055,17.3,3.74
0,95.44,2261,5.46,18.46
1,93.95,2159,13.4,-0.68
0,95.52,2521,5.92,19.04
0,92.61,2335,6.03,19.19
0,93.79,2409,16.84,10.37
0,93.64,2060,17.18,4.18
0,91.39,2371,1.82,16.26
0,93.18,2259,11.37,16.64
1,95.37,2286,15.2,9.64
0,94.9,2242,4.3,15.93
0,91.98,2280,7.75,16.93
0,96.27,2746,8.62,18.87
1,93.55,1775,17.13,9.74
0,92.72,2073,9.26,15.17
0,93.87,2426,-3.36,7.47
0,93.49,2431,2.37,14.88
0,96.98,2656,3.52,20.02
0,96.08,2387,12.39,15.71
0,92.87,2090,4.93,16.76
1,97.56,2504,6.32,14.88
0,93.24,2351,5.5,20.64
0,93.91,2319,16.46,11.58
0,96.68,2333,8.87,15.77
1,97.18,2551,4.62,21.21
0,92.88,2248,13.03,16.67
1,94.02,2404,15.51,12.05
0,93.81,2234,6.79,14.39
1,96.6,2212,2.87,17.26
0,99.05,2134,16.83,10.23
0,94.59,2400,7.94,16.96
0,94.62,2252,13.16,14.75
0,92.17,2497,13.56,11.18
1,92.51,2139,15.15,7.68
0,93.18,2081,13.5,11.95
0,90.52,2472,-1.26,14.48
0,89.68,2053,9.25,6.42
0,98.12,2270,18.5,5.43
1,95.24,2544,6.55,15.31
0,94.96,2029,4.95,10.32
0,92.77,2020,16.88,5.07
0,97.08,2371,15.75,10.51
0,90.42,2147,15.2,16.51
0,93.81,2195,9.05,14.07
1,97.03,2285,16.7,9.2
1,93.72,2403,5.87,20.72
0,94.28,2268,15.43,14.33
0,93.58,2178,15.17,10.31
0,93.55,1984,2.14,16.43
1,93.64,2487,1.71,15.91
0,95.14,2200,7.64,16.08
0,91.72,1981,12.75,19.75
1,95.17,2428,9.68,19.61
0,97.22,2379,9.45,16.34
0,93.04,2069,18.25,6.8
1,91.52,2036,16.21,3.27
0,93.97,2335,3.96,20.8
0,93.07,2396,-2.25,15.28
0,92.63,2336,6.4,22.18
0,93.02,2175,8.65,16.55
0,88.27,1910,15.45,12.93
0,93.43,2016,5.4,15.17
0,88.71,2091,7.09,19.93
0,99.4,2362,16.43,11.99
1,94.87,2460,9.02,15.94
0,91.09,2036,14.32,10.21
1,93.32,2249,11.41,19.79
0,96.12,2294,8.14,18.07
0,93.04,2189,0.95,15.43
0,90.91,2217,1.83,9.93
0,95.24,2389,6.59,15.7
0,95.41,2486,4.58,18.95
1,95.16,2455,13.19,13.3
1,95.41,2180,17.3,6.98
0,91.32,2557,1.58,21.59
1,93.49,2288,13.55,14.03
1,93.9,2159,9.47,17.58
0,96.5,2590,12.33,17.5
0,92.14,1958,8.14,13.45
0,89.84,2084,1.46,14.03
0,92.1,2126,8.86,13.34
1,91.44,2201,5.75,20.66
0,92.3,2281,5.01,14.08
0,95.42,2253,15.52,6.03
1,95.25,2351,9.66,17.43
1,94.97,2075,7.33,16.71
0,96.59,2415,10.89,18.5
1,93.95,2012,4.59,19.2
1,92.58,2423,9.49,19.1
0,93.79,2407,0.24,19.71
0,92.71,2382,3.3,17.69
0,99.1,2257,15.97,14.61
1,92.05,1977,3.4,12.78
0,93.88,2151,10.67,8.93
1,88.73,2149,1,15.98
0,92.87,2344,8.88,9.7
0,98.53,2476,16.56,2.29
0,93.25,2242,7.15,18.07
0,94.27,2370,-1.26,17.14
0,94.09,2247,1.34,17.45
0,90.56,2366,5.17,20.9
1,94.69,2679,-3.44,12.18
0,93.61,1945,11.64,12.8
0,98.04,2442,4.3,17.33
0,95.07,1905,14.31,9.3
0,92.07,2243,7.87,19.71
0,93.4,2280,3.67,15.54
0,93.98,2157,11.22,14.12
1,96.14,2053,10.24,13.23
0,93.72,2232,10.42,19.43
0,93.76,2341,7.12,19.87
0,93.47,2360,11.75,8.94
0,93.82,2011,19.71,6.22
0,92.34,2324,1.23,17.59
0,92.82,2233,12.6,11.3
0,93.9,2408,7.72,17.48
0,97.16,2309,14.7,11.1
0,97.95,2285,4.19,20.06
0,96.54,2236,8.98,15.64
0,98.84,2499,1.72,18.99
0,92.57,1924,15.37,2.48
0,94.25,2185,16.88,7.53
0,90.07,1977,7.21,17.54
0,97.96,2466,13.99,12.68
0,89.91,2182,8.21,18.07
1,90.72,2003,13.83,9.15
1,96.92,2011,17.81,7.22
0,97.58,2207,11.62,7.73
0,93.94,2450,15.19,15.32
0,96.88,2054,13.57,12.3
0,95.01,2297,17.93,11.54
0,94.14,2268,7.15,16.06
0,96.53,2387,5.54,16.2
0,93,2222,6.09,18.94
1,95.68,2067,8,12.67
0,92.31,2245,7.2,18.87
0,94.2,2361,15.92,12.01
0,91.06,2530,13.53,18.62
0,92.76,1874,16.32,0.16
1,92.5,2083,10.54,12.54
0,98.44,2412,11.97,14.45
1,92.44,2351,11.07,16.66
0,93.62,1788,5.63,11.66
0,93.68,2432,9.25,17.02
1,93.91,2024,15.09,12.19
1,93.12,1888,14.42,11.08
0,98.81,1973,8.18,10.92
0,97.31,2384,11.49,13.8
1,96.77,1996,18.52,10.76
0,95.04,2349,10.21,16.83
1,97.04,2311,17.18,7.05
0,93.62,2171,6.06,13.96
0,98.26,2239,5.2,16.91
0,88.93,2190,8.24,8.5
0,94.76,2063,17.18,5.8
1,89.25,1887,7.89,16.38
0,89.46,2232,2.74,19.36
1,94.75,2487,1.64,12.18
0,98.24,2500,7.8,16.64
0,98.92,2066,16.25,7.61
0,91.85,2218,14.71,9.58
0,93.63,2183,11.31,12.86
0,97.63,2604,8.99,17.93
0,100.72,2419,6.57,15.59
1,95.7,2363,4.53,11.23
0,93.66,2270,12.19,12.63
0,95.43,2382,8.03,15.34
0,94.93,1980,11.11,12.55
0,97.62,1965,14.25,9.8
1,97.23,2362,9.38,18.89
0,92.42,2241,3.29,13.69
0,95.13,2270,13.77,11.46
0,93.85,2219,4.6,18.29
0,95.92,2515,7.59,15.73
1,93.31,2284,9.88,15.86
0,94.46,2206,3.04,13.93
0,89.74,2093,5.14,16.79
0,91.46,2642,9.35,17.38
1,94.63,2305,3.14,20.15
0,95.07,2288,9.1,17.81
1,93.81,1974,15.05,4.54
0,91.78,2031,0.97,14.98
0,90.1,2152,10.79,9.72
0,95.59,2150,10.31,16.81
1,93.26,2114,14.85,15.57
0,87.53,2022,11.79,12.16
0,93.31,2127,6.26,13.93
0,96.07,2373,15.47,11.03
0,93.08,2158,21.98,10.8
1,95.28,2423,14.87,12.79
0,92.15,2164,6.4,19.94
1,94.96,2108,14.33,14.93
1,92.19,2108,7.16,17.59
0,96.75,2358,8.68,16.37
0,99.34,2447,1.97,12.81
0,94.42,2111,9.03,16.19
1,93.7,2260,7.99,21.18
0,99.22,2408,12.96,14.26
0,93.24,2170,6.69,14.66
1,93.84,2279,9.18,15.54
1,98.44,2394,11.62,17.49
0,92.54,2309,6.08,18.13
0,94.77,2274,3.94,16.22
1,94.76,1964,3,13.17
0,94.19,2044,4.11,18.33
0,94.92,1991,17.87,11.8
0,92.61,2127,14.62,10.69
0,93.99,2107,8.08,12.97
0,96.88,2540,1.48,18.34
0,94.18,2443,15.83,14.51
0,88.46,1987,16.1,10.39
1,94.24,2264,5.12,13.59
0,93.35,2476,1.02,19.61
0,92.67,2235,9.38,17.01
0,92.51,2405,11.66,21.45
1,94.76,2146,12.1,17.57
0,93.28,2178,4.67,15.79
0,95.48,2345,7.91,14.45
0,96.65,2591,11.74,19.21
0,93.74,2152,5.28,16.39
1,94.68,2087,8.39,17.65
0,89.61,2171,-1.68,20.36
0,94.79,2401,6.27,19.43
1,93.12,2423,10.38,15.16
0,95.07,2407,7.73,14.25
0,93.01,1793,7.94,6.17
0,93.93,2199,13.58,8.25
0,96.22,2103,18.15,9.62
0,93.2,2378,5.34,14.11
0,94.1,2188,7,16.05
1,98.75,2131,17.44,12.22
0,91.39,2664,-4.06,11.57
0,98.07,2620,16.26,14.17
0,93.07,2477,8.18,15.35
0,95.95,2411,7.06,16.5
0,93.82,2517,5.36,21.41
0,93.03,2375,10.78,17.05
0,93.9,2229,12.26,16.34
0,94.61,2478,7.11,18.62
0,94.47,2675,3.76,22.51
1,93.95,2432,13.01,9.55
0,91.34,2291,7.84,18.07
1,91.91,2335,6.24,14.85
0,91.62,2158,16.82,4.94
1,90.19,1954,13.22,10.62
0,89.4,1872,15.96,-0.6
0,92.69,2106,8.68,15.77
0,94.31,2045,12.91,14.77
0,94.7,2224,8.26,16.19
1,94.42,1946,10.28,10.8
0,93.52,2404,2.53,20.19
1,93.51,2202,6.62,14.58
0,92.76,1989,13.23,7.2
0,93.45,2084,9.01,13.48
0,94.14,2539,4.3,18.68
0,91.1,2191,2.4,14.47
1,95.86,2333,15.97,14.05
1,95.33,2201,13.87,15.52
0,92.06,2076,15.81,14.48
0,93.38,1876,11,15.07
0,97.48,1953,15.4,13.7
0,95.18,2281,5.25,16.13
1,93.24,2230,7.72,18.21
0,95.46,2188,7.77,19.12
0,95.97,2180,17.6,6.12
0,91.35,2093,4.65,22.98
0,92.98,2429,8.03,16.7
0,98.99,2824,2.03,18.7
0,95.64,2348,12.13,12.61
0,95.22,2574,12.73,18.92
0,96.66,1985,19.18,7.97
0,97.55,2590,2.74,21.39
0,94.25,2077,6.79,18.88
1,90.81,1882,1.75,13.88
0,93.18,2238,3.92,18.6
1,90.35,2160,1.57,17.44
0,96.15,2527,5.79,21.2
1,92.74,2049,18.22,7.73
1,87.56,2076,5.49,17.31
0,94.96,2446,6.7,17.2
0,91.9,1860,2.4,12.88
0,94.53,2284,5.79,18.84
0,94.44,2256,9.29,11.39
0,92.39,2217,12.37,4.18
0,94.66,2128,4.87,16.76
0,94.45,2202,15.8,5.47
0,91.41,2545,0.34,15.42
0,95.22,2158,9.17,14.84
0,92.3,2371,11.15,20.29
0,90.29,2288,5.89,17.02
1,90.95,2182,15.52,14.62
0,93.92,2165,0.94,18.15
0,92.41,2556,7.84,16.09
0,93.06,2630,6.78,18.62
0,90.36,2062,2.16,20.84
1,92.28,2287,10.61,11.34
1,93.23,2315,4.27,16.33
0,95.12,2188,18.27,5.5
0,91.05,2486,9.89,19.46
0,95.29,2143,12.89,9.49
0,86.92,1908,17.8,7.87
0,96.96,2728,9.19,18.36
0,95.53,2930,13.2,24.04
1,89.76,2118,13.66,7.36
0,96.06,2539,12.94,20.23
0,95.73,2225,18.63,8.84
1,93.76,2122,15.52,11.49
0,86.68,1755,13.72,6.92
0,93.87,2379,11.46,17.49
0,93.9,2253,8.8,14.03
0,92.37,NULL,11.63,15.63
0,92.33,2234,5.52,18.3
0,95.2,2285,11.59,16.57
0,92.53,2340,9.17,17.32
0,94.49,2523,9.24,16.23
0,92.49,2316,10.87,18.33
1,96.39,2092,16.22,11.97
0,96.28,2435,5.02,19.77
0,91.98,2379,7.5,15.03
0,95.72,2816,3.96,10.9
0,92.39,2020,7.62,17.94
0,92.43,2328,6.72,17.83
1,94.67,1871,17.53,7.17
1,96.8,2223,10.22,17.51
0,93.72,2247,16.11,7.47
0,91.97,2448,0.98,21.94
1,92.73,2032,14.57,6.36
1,93.37,2230,9.21,18.78
0,96.79,2483,8.6,19.5
0,97.91,2371,7.84,19.82
0,99.18,2448,11,17.54
0,89.33,1853,3.36,15.09
0,97.88,2222,9.71,12.5
0,96.13,2556,12.5,18.78
0,95.86,2449,3.18,17.99
0,96.53,2257,12.38,13.82
1,92.56,2209,8.26,14.51
0,92.66,1748,14.11,-6.82
0,97.57,2190,6.35,14.26
0,94.69,2340,14.66,15.45
0,92.89,2061,18.9,10.13
1,94.24,2150,10.14,13.51
0,95.41,2286,8.56,15.05
1,94.57,2198,5.19,17.36
0,95.97,2370,7.16,18.42
0,93.61,1942,10.03,14.21
0,94.87,2259,2.23,16.51
0,100.27,2210,14.34,14.45
1,91.69,2363,9.25,20.67
0,95.37,2693,9.28,13.85
1,92.98,2333,15.58,6.47
0,94.54,2057,8.99,16.31
1,94.55,2248,9.07,15.29
0,94.3,2025,17.82,9.16
0,94.23,2450,0.85,11.08
0,93.43,2634,4.47,20.1
0,94.73,2091,7.78,15.29
0,91.36,1996,3.76,8.68
0,90.85,2129,14.53,15.39
1,94.51,2488,3.56,15.72
0,97.73,2030,17.81,3.9
0,94.53,2347,4.88,18.59
0,96.2,2232,6.4,15.2
0,92.24,1972,12.79,12.84
0,93.54,2174,9.27,17.97
0,93.96,2081,6.2,16.76
0,94.43,2444,7.07,17.97
0,92.34,2346,-1.93,14.19
0,95.34,2380,3.36,15.35
1,95.17,2285,15.29,14.75
1,93.37,2097,16.31,8.35
1,94.07,2282,2.89,18.17
0,95.41,2211,3.8,15.91
0,94.68,2692,13.04,22.16
0,94.56,2606,-3.6,12.69
1,98.19,2116,11.13,14.37
0,97.05,2097,6.03,16.44
