Velo,SpinRate,HorzBreak,InducedVertBreak
93.86,2398,10.43,16.54
91.6,2043,15.36,7.8
93.48,2387,7,20.06
93.47,2250,14.05,10.19
91.3,2195,18.5,7.1
88.97,2150,15.05,7.61
93.87,2552,14.09,13.01
97.93,2437,3.28,18.98
89.37,2251,15,11.98
96.81,2163,15.13,14
93.49,2484,4.01,18.22
89.05,2076,11.86,13.25
91.59,2457,5.96,14.08
78.3,1842,11.51,14.27
98.29,2378,8.03,15.18
92.54,2193,8.36,15.78
97.2,2279,18.11,6.57
96.29,2091,15.04,12.1
97.25,2425,2.77,18.6
94.58,2163,14.29,14.07
93.17,2516,5.53,20.15
93.82,2259,11.9,13.07
93.62,2355,-6.21,16.06
97.56,2376,11.43,14.87
90.83,2303,4.98,17.47
92.5,2429,10.56,16.04
95.51,2471,1.29,17.95
89.2,2041,13.76,12.07
92.09,2225,0.99,18.68
94.3,2471,14.56,17.34
93.83,2450,2.86,14.47
96.26,2398,5.78,16.34
94.15,2260,0.94,18.09
97.67,2015,13.51,13.91
92.79,2201,6.5,12.41
91.97,2072,3.79,12.14
97.67,2413,9.31,17.53
98.37,2327,10.26,19.17
89.78,1913,4.37,18.86
93.53,2085,15.3,8.06
94.34,2214,9.28,17.66
92.25,2507,-4.27,5.1
94.67,2460,11.7,18.45
94.42,2450,14.75,10.53
92.85,1699,11.79,13.56
91.31,2149,11.38,13.8
93.71,2096,15.93,7.02
95.43,2384,14.15,16.94
95.04,2338,2.26,12.49
92.02,2143,9.72,16.01
96.15,2291,10.73,14.8
90.69,1924,9.75,8.26
89.84,2196,17.73,8.45
92.38,2099,13.99,9.13
93.98,1928,15.5,7.44
92.18,2443,7.27,19.03
98.68,2465,9.64,19.02
97.87,2023,12.87,10.4
98.61,2160,12.83,8.63
92.23,2017,17.28,9.15
93.84,2524,7.2,21.37
87.49,1846,12.26,10.16
92.56,2135,10.78,9.4
90.69,2140,6.4,16.85
92.4,2179,11.08,9.07
96.18,2248,12.91,13.89
97.65,2537,8.86,17.56
89.19,2150,14.41,15.99
91.77,2162,14.97,13.83
92.58,2155,5.39,20.21
93.77,2325,8.35,16.33
88.55,2475,3.61,22.68
96.9,2207,8.99,16.81
97.54,2280,10.96,16.57
91.63,2378,2.56,19.18
93.45,2080,-0.18,15.78
96.13,2515,5.16,17.02
93.85,2045,15.41,12.9
93.53,2317,5.42,17.05
97.99,2332,14.31,12.28
86.83,2018,15.22,13.04
93.03,2155,12.48,12.87
92.66,2344,11.49,15.09
92,2144,11.36,12.51
96,2056,3.47,17.49
99.4,2363,8.81,19.7
91.87,2274,5.58,18.49
88.77,1903,17.44,5.83
94.38,2406,3.67,14.42
91.58,1964,8.53,14.1
96.88,2326,5.38,18.75
90.34,2054,18.01,9.88
93.25,2288,4.22,20.44
95.08,2635,3.24,11.25
91.8,2034,6.77,18.49
93.22,2105,17.73,6.55
96.04,2231,5.52,14.03
92.79,1817,14.72,1.44
94.12,2195,8.98,10.84
95.85,2349,4.96,18.96
96.27,2251,18.33,6.67
95.91,2506,11.59,20.59
97.78,2428,6.77,18.36
92.38,2143,17.98,9.23
92.34,2438,4.8,17.62
92.01,2395,13.06,21.33
91.3,2204,5.22,17.65
95.67,2258,8.3,12.05
93.88,2503,2.64,17.16
94.19,2355,9.81,16.43
99.32,2653,2.21,20.31
91.74,2298,1.73,19.59
93.21,2267,3.61,13.66
94.96,2301,3.67,21.07
93.79,2678,6.1,13.68
94.59,2428,8.13,16.84
91.5,2010,13.26,12.21
94.49,2125,8.41,16.76
93.04,2068,12.67,11.06
99.36,1891,14.18,12.08
91.82,2110,14.2,7.6
88.43,2026,4.11,18.34
94.53,2137,11.79,9.59
94.84,2044,15.2,5.81
94.34,2017,8.56,11.38
96.97,2453,14.14,18.18
97.22,2519,5.6,16.66
92.18,1914,11.42,7.63
92.47,2041,3.66,16.34
92.04,1896,15.1,-1.28
96.18,2102,4.67,18.1
93.71,2212,8.2,18.65
96.03,2401,13.84,10.13
92.68,2229,0.86,16.43
92.04,2110,9.55,18.87
98.46,2379,12.98,15.15
97.02,2227,13.54,16.99
93.47,1993,0.6,16.44
93.38,2378,7.99,16.59
95.97,2513,11.15,17.45
98.21,2265,17.23,8.04
90.8,2142,10.74,9.23
93.56,2259,17.16,10.45
96.21,2309,3.09,15.2
93.36,2132,15.78,13.79
91.33,2417,18.03,10.53
91.5,2333,16.21,8.44
94.11,1737,6.44,14.83
96.99,2625,4.23,19.35
94,2167,8.68,12.92
99.37,2249,16.37,10.88
95.94,2004,10.9,14.08
91.47,2073,15.65,11.26
92.16,1934,6.51,15.42
98.14,2157,6.05,17.46
92.56,2147,5.72,15.88
94.05,2221,12.64,10.51
94.11,2356,11.04,14.78
96,1939,12.5,12.64
92.07,1983,3.96,12.61
96.86,2187,9.66,14.46
92.62,2183,18,9.02
93.45,2504,10.91,16.43
92.05,2468,15.49,17.48
92.78,1918,16.19,8.84
96.78,2191,17.17,8.71
94.54,2393,5.35,20.08
94.56,2406,9.11,17.6
93.4,2075,10.31,19.36
87.35,1851,15.66,11.97
98.3,2327,3.87,19.8
94.48,1838,14.96,9.32
93.7,1938,7.06,9.55
94.94,2191,11.83,13.59
92.46,2415,9.99,20.21
88.11,2069,13.09,14.67
94.1,2126,8.72,10.45
89.67,1960,11.39,10.79
96.69,2420,3.54,19.13
96.62,2203,12.26,13.81
93.65,2988,15.29,-2.88
97.22,2178,15.03,11.66
93.85,2287,7.74,19.32
94.5,1881,15.57,7.83
94.46,2469,7.47,19.46
95.22,2461,5.46,11.27
95.42,2495,12.97,15.13
95.18,1909,15.41,10.25
89.45,2288,5.04,18
87.24,1765,15.94,8.19
93.97,2386,6.33,20.88
92.6,2343,12.15,15.25
94.71,2177,15.34,11.14
95.87,2424,12.59,13.42
96.15,2290,15.22,12.09
93.4,2027,3.17,16.66
97.46,2442,1.97,13.09
94.6,2354,3.22,20.72
92.4,2054,2.19,12.85
95.97,2193,4.1,15.72
95.61,2472,-0.96,7.4
92.03,2526,-2.43,11.6
90.9,2277,9.09,16
94.23,2232,4.18,20.77
96.12,1756,13.18,8.02
94.72,2600,5.51,19.56
95.19,2363,1.49,15.84
97.81,2571,3.3,18.65
95.37,2579,9.76,9.13
98.26,2173,14.15,10.25
94.29,2203,16.94,14.05
94.06,2122,15.62,14.32
89.93,1849,3.35,18.66
94.13,2239,9.72,16.68
94.26,2252,15.87,6.54
91.9,2230,6.86,16.71
88.28,1792,17.24,8.55
95.36,2401,11.16,18.56
91.85,2223,6.87,17.46
92.77,2521,7.4,19.58
88.97,2589,4.87,20.65
92.2,2039,15.42,12.65
89.76,2102,8.77,17.8
92.86,2438,6.65,18.77
91.49,2233,10.69,17.01
95.81,2182,7.85,13.25
91.97,2045,11.93,15.59
91.16,2045,5.51,17.59
95.14,2472,7.03,16.38
99.49,2298,16.12,13.25
96.07,2066,7.83,14.6
95.93,2336,4.29,19.51
96.44,2368,17.92,8.69
97.72,2452,6.44,16.25
92.03,2009,17.1,6.92
89.97,1845,15.9,6.92
94.62,2231,8.57,17.9
97.2,2397,5.7,17.24
93.78,1950,7.96,15.68
98.91,2055,15.9,8.38
94.05,2125,13.78,7.85
95.56,2470,7.98,12.84
91.46,2061,14.22,5.68
93.84,2185,10.85,16.39
94.04,1992,9.77,16.29
93.47,2139,12.67,10.78
97.63,2188,14.12,11.12
84.84,2024,17.45,-0.34
92.34,2171,12.67,12.04
93.09,2022,15.07,6.53
96.44,1954,11.14,12.6
96.85,2493,0.43,20.62
94.61,1844,14.67,16.4
99.06,2457,8.19,20.68
91.16,2102,13.29,6.85
93.91,2258,12.49,18.5
95.9,2298,14.33,8.22
92.78,2369,15.29,8.73
94.91,2567,9,16.33
93.91,1849,12.16,9.31
93.17,2283,5.26,15.51
96.48,2374,3.36,14.23
98.78,2313,7.15,18.79
94.89,2411,12.25,17.01
93.91,2466,9.72,20.13
95.12,2479,11.2,14.65
94.3,2102,9.83,13.37
92.99,2497,9.73,15.48
91.24,2051,17.27,0.64
90.93,2260,13.59,8.65
96.2,2473,13.21,14.37
93.57,2015,9.58,12.05
94.17,2306,5.53,16.07
93.21,2225,3.76,16.22
93.42,2242,15.95,11.24
93.14,2092,15.31,10.03
92.72,2409,7.95,19.87
94.8,2030,2.58,14.04
91.69,2232,9.78,17.95
94.38,1759,11.84,13.02
95.12,2429,18.58,9.49
90.23,2056,7.11,15.16
89.72,2124,18.48,10.21
90.75,1828,2.43,12.39
92.57,2113,16.31,4.71
85.93,1954,0.46,16.64
92.91,2024,13.81,8.42
94.19,2408,2.22,18.96
96.22,2160,8.31,15.41
96.39,2368,9.87,16.99
93.58,2259,7.31,18.92
96.67,2410,4.9,15.13
93.92,2307,11.9,14.59
92.45,2411,9.96,19.12
94.71,2140,5.95,11.62
94.85,2377,2.18,17.76
95.83,2442,14.24,15.02
91.42,2192,14.6,14.33
95.91,2249,11.85,17.88
91.43,1947,14.97,4.73
92.08,2169,15.54,11.25
99.33,2413,5.65,18.91
95.4,2046,16.22,6.83
93.14,2212,10.92,7.58
94.64,2542,11.58,18.72
96.65,2371,6.2,15.81
93.54,1893,13.31,12.5
86.32,1873,10.58,13.81
94.82,2263,5.15,15.46
95.88,2153,6.81,17.45
88.76,1811,11.94,9.86
94.97,2096,7.2,14.68
94.02,2160,10.49,13.07
92.96,2253,9.45,19.8
95.38,2183,13.18,10.65
95.01,2371,0.66,16.51
97.4,2079,17.21,7.66
91.38,2114,13.42,9.93
95.5,2321,-2.07,11.88
96.78,2216,12.52,6.23
97.33,2247,7.72,17.12
93.33,2093,6.69,16.49
94.85,1815,11.5,14.09
96.02,2217,4.68,17.51
99.01,2317,20.75,6.91
98.49,2785,8.69,13.37
91.46,2427,10.79,12.02
94.59,2413,9.57,15.83
94.89,2366,6.06,20.06
94.58,2455,8.2,20.97
94.61,2275,11.13,17.51
92.38,2088,4.79,18.21
96.67,2250,8.6,14.17
93.81,2147,15.54,11.55
93.31,2090,7.35,15.1
94.19,2064,4.39,11.3
94.55,2539,5.33,16.79
92.6,2248,9.93,16.25
91.44,2217,11.88,14.33
98.33,2190,12.09,6.23
94.83,2270,15.2,11.85
92.55,2550,1.73,23.01
90.49,2237,0.94,18.23
94.93,2283,0.86,19.85
97.31,2421,12.42,14.71
93.76,2285,-4.22,11.62
93.99,2430,10.18,18.5
94.41,2000,12.91,4.15
92.25,2185,17.9,5.48
90.81,2216,0.69,17.98
92.47,2161,13.1,15.8
98.03,2439,6.53,17.58
89.01,2034,8.86,19.4
95.29,2439,6.84,20.22
94.25,2248,13.98,16.01
92.79,2222,12.1,14.15
87.9,2208,12.61,13.02
95.46,1989,17.34,10.8
94.4,2309,8.22,19.26
91.34,2207,2.18,19.35
96.03,2294,4.97,15.94
95.79,2404,8.18,20.27
96.84,2252,10.78,11.42
92.79,2020,16.33,11.73
86.03,2162,0.02,12.54
93.21,2008,6.64,15.96
93.6,2749,9.37,23.98
92.45,2278,9.48,16.57
93.45,2308,9.62,16.5
93.87,2099,10.84,17.86
99.9,2545,8.99,17.83
93.73,1981,14.98,11.55
92.34,2177,6.28,14.16
92.71,2181,0.27,15.85
95.13,2153,17.27,4.44
92.35,2223,-0.13,15.75
92.9,2068,7.1,19.27
94.08,2419,13.57,16.9
90.56,2162,9.98,17.25
96.39,1971,17.09,3.44
92.91,2228,6.51,15.14
98.41,2055,7.56,13.28
90.16,1997,15.9,3.4
93,2417,6.31,22.68
91.91,2079,16.85,5.25
94.94,2254,13.36,14.15
95.7,2136,12.56,16.44
92.71,1958,15.94,0.13
96.93,2061,13.44,12.62
94.8,2571,1.53,18.68
90.48,2180,12.81,17.45
93.98,2355,7.06,17.51
98.13,2399,11.28,18.38
93.04,2153,15.14,10.45
94.31,2333,15.52,6.46
98.25,2256,10.21,16.85
93.75,2274,8.15,12.33
94.3,2121,7.51,17.7
92.18,2140,12.36,18.65
93.77,2339,8.28,17.23
94.08,2475,7.48,18.24
89.96,2152,8.09,13.3
93.12,2186,10.31,12.97
94.07,2253,5.75,12.1
93.36,2333,0.24,17.08
93.62,2005,15.79,6.17
92.56,3357,19.5,12.53
86.48,2161,1.37,17.24
90.55,1899,13.11,12.41
98.1,2318,9.27,12.33
93.61,2170,18.24,11.25
90.99,2032,11.47,7.49
90.74,2283,5.63,15.51
96.78,2179,8.01,14.26
94.43,2121,9.07,17.02
92.84,2139,5.69,15.15
93.57,1914,3.16,13.26
93.67,2210,15.32,10.94
92.75,2472,1.03,13.7
96.61,1939,15.06,8.58
94.21,2135,15.09,10
89.22,2089,13.4,7.52
90,2198,10.5,18.22
96.5,2188,6.72,18.76
92.14,2292,6.69,16.07
95.51,2316,16.78,10.52
94.97,2197,8.86,14.62
92.96,1782,7.72,14.41
95.95,2333,16.66,11.33
87.01,1902,12.1,13.02
94.92,2425,6.13,15.94
96.08,2216,4.89,16.92
98.55,2180,5.94,16.54
96,2223,15.45,12.17
93.22,1875,5.72,8.45
91.99,2003,14.4,4.96
98.59,2008,15.22,7.67
100.48,2533,5.09,14.52
97.85,2535,10.38,15.04
93.76,2355,3.19,15.68
91.28,2079,0.39,16.72
94.51,2149,9.91,16.52
95.42,2110,10.26,14.15
97.04,2256,9.84,15.69
92.26,2096,13.8,8.7
91.75,2011,16.27,8.66
94.69,2413,8.9,18.98
90.43,2199,16.74,6.12
94.35,2163,9.66,15.85
90.72,2135,10.05,16.39
92.87,2513,7.78,16.01
97.67,2482,9.29,16.03
94.63,2316,5.24,14.27
94.34,2209,9.56,18.02
95.82,2129,8.55,14.51
95.03,2304,10.01,19.28
94.36,2368,12.36,15
95.26,2059,14.67,10.96
96.58,2498,8.02,16.36
91.24,2422,7.54,13.63
93.24,1966,16.47,6.28
97.47,2338,5.63,18.2
92.74,1973,8.17,13.19
95.01,2510,5.49,19.8
97.13,2390,5,20.49
94.36,2598,8.18,20.29
95.35,2557,4.82,15.89
92.16,2078,19.17,8.53
94.55,2424,11.52,18.07
96.43,2454,2.16,16.86
91.42,2342,7.66,15.41
91.58,2151,6.23,18.79
95.94,2442,6.15,20.65
97.41,2469,3.7,20.04
96.9,2669,6.31,18.44
92.42,2163,-2.18,15.5
92.27,1952,8.5,19.14
96.19,2260,17.7,2.69
92.8,2423,4.62,6.88
95.14,2476,6.35,17.77
89.67,1907,5.04,14.91
91.18,2506,0.06,12.77
93.22,2116,0.35,15.08
95.72,2326,8.21,14.98
92.09,1973,18.69,2.16
95.6,2505,7.37,15.27
94.92,2280,9.46,17.61
97.95,2357,5,16.48
94.53,2206,9.87,15.36
92.1,2201,8.78,17.66
93.37,2319,11.63,13.97
93.74,2291,13.81,14.2
95.81,2246,16.66,8.33
95.03,2489,7.71,16.96
93.76,2110,17.47,1.64
92.55,2267,5.08,16.24
92.86,2232,10.96,15.51
96.37,2325,13.34,11.76
90.41,2388,1.38,16.93
93.67,2162,10.39,14.97
96.51,2349,17.82,7.77
93.51,2398,3.69,18.61
95.57,2473,1.86,20.46
96.09,2460,11.37,19.07
98.52,2275,14.64,12.54
96.56,2148,5.92,16.09
92.52,2219,0.54,10.46
93.87,2313,7.44,17.29
90.57,2239,1.97,11.13
89.79,2133,14.05,13.66
92.25,1722,14.61,-2.58
94.65,2065,9.44,14.88
94.93,1966,14.37,4.64
93.19,2176,16.47,9.83
91.1,2015,6.89,18.01
86.88,1998,1.21,12.15
90.2,2284,13.82,17.45
92.51,1901,8.95,16.34
94.38,2354,7.1,19.63
91.32,2219,7.55,12.82
91.94,2080,18,12.24
92.48,2455,5.49,17.02
90.68,2213,10.22,18.1
97.35,2438,12.59,14.13
95.57,1936,18.14,4.31
92.47,1987,5.21,18.3
91.98,2407,10.19,4.82
92.57,2184,7.46,16.36
93.6,2480,3.64,19.17
97.37,2339,3.29,19.39
90.27,2019,14.25,5.97
92.72,2194,13.24,6.22
96.8,2375,-4.24,15.35
93.36,2130,15.47,6.38
94.47,2361,11.52,16.48
96.88,1917,16.28,5.49
92.98,1977,14.25,11.19
95.56,2190,4.29,13.05
94.63,2127,8.29,16.12
95.52,2168,15.58,7.91
97.46,2332,18.27,5.98
92.31,2251,2,15.91
95.34,2234,13.91,12.52
94.87,2260,13.01,7.36
94.62,NULL,17.32,5.45
97.51,2324,12.88,17.55
91.5,2229,5.28,22.6
90.86,2152,11.27,18.17
94.38,2192,14.45,13.25
91.59,2375,12.25,17.5
92.33,2313,10.52,17.36
91.67,2481,7.86,18.02
91.44,2098,2.13,19.81
93.05,2166,5.51,22.55
95.08,2101,15.52,-0.8
94.61,1947,8.43,17.32
96.23,2496,9.33,16.22
94.04,2468,0.74,19.56
93.45,2150,17.18,10.65
95.98,2140,17.67,10.24
98.32,2145,13.06,13.49
92.75,2420,4.8,18.02
92.88,2230,5.47,15.77
92.97,2235,4.5,19.54
94.95,2018,6.67,11.81
95.81,2445,6.76,16.43
95.7,2084,16.31,14.72
96.2,2192,6.08,17.6
96.63,2540,3.99,17.13
93.3,2467,11.64,16.81
94.47,2490,14.42,16
91.09,2233,7.27,16.9
94.37,2312,6.75,19.46
93.88,1895,11.15,10.29
93.03,2253,8.74,18.3
91.83,2112,8.92,14.07
93.5,2329,11.13,18.23
89.63,1762,15.21,4.96
96.31,2255,8.59,17.56
92.52,2214,17.35,13.22
95.07,2501,0.45,14
91.17,2205,12.24,17.76
95.06,2226,6.13,17.66
95.67,2580,9.09,17.78
95.07,2010,13.4,11.53
92.78,1846,9.16,9.58
94.98,2232,14.35,17.81
90.76,2027,5.16,15.17
88.19,2252,-1.4,15.24
94.76,2733,0.27,10.11
92.32,2196,13.14,6.08
95.45,2128,17.5,5.18
95.29,2285,2.36,12.42
94.41,2138,5.52,18.25
93.36,2172,0.73,18.23
91.24,1988,13.61,10.35
91.32,1909,5.84,13.43
94.69,2164,4.17,13.01
93.96,2485,3.3,14.03
94.21,2237,15.42,8.89
88.05,1985,16.75,9.75
96.11,2468,6.66,17.69
91.72,2188,4.1,20.81
94.55,2499,12.87,16.48
95.45,2063,11.31,11.73
96.21,2386,2.52,14.94
92.96,2140,9.57,17.06
98.24,2484,9.53,15.4
90.65,1914,9.89,17.86
96.96,2303,11.43,13.52
93.23,2592,15.92,15.11
98.28,2394,9.1,14.41
95.29,2260,13.34,17.46
96.27,2470,17.04,1.95
95.81,2335,5.75,18.18
92.55,2084,17.73,8.73
94.61,2394,1.12,17.37
95.05,2292,9.48,14.42
92.93,2312,11.44,19.6
96.19,2300,17.93,10.1
97.33,2331,7.41,16.58
94.72,2123,16.28,10.14
94.79,1928,18.37,4.37
93.97,2151,7.81,18.79
97.49,2056,15.54,10.58
93.13,2100,3.07,17.96
97.19,2341,11.72,18.18
95.76,2103,15.9,5.06
96.64,2560,17.26,10.35
96.44,2182,9.81,15.94
94.57,2101,10.38,15.82
93.07,2232,8.88,14.39
85.89,1737,14.15,7.04
90.89,2279,9.57,18.17
96.44,2461,16.28,7.07
93.46,2179,13.31,9.21
93.61,2343,4.17,19.14
91.99,1957,18.34,0.61
91.82,2021,15.82,7.47
94.97,2536,4.93,18.26
97.64,2426,9.7,17.54
98.84,2167,13.61,6.29
93.04,2079,11.56,10.35
93.05,2145,4.91,16.3
56.74,1351,-0.76,13.16
95.61,2438,16.67,9.21
93.91,2701,10.51,14.37
92.29,2201,5.9,17.17
94.83,2195,3.27,11.74
88.72,2327,8.91,11.68
95.03,1962,0.41,17.16
91.28,2547,5.9,18.6
95.23,2357,1.27,15.46
94.25,2132,8.56,14.83
96.19,2160,17.43,9.95
94.45,2263,1.37,17.15
91.49,2275,0.84,11.52
92.02,2540,2.9,13.49
97.2,2474,6.36,18.15
93.13,2284,15.6,12.94
92.63,2294,8.04,14.28
88.59,2008,18.37,10.12
94.8,2122,5.38,16.9
94.4,2337,8,21.2
92.85,2274,7.28,16.78
94.11,2474,11.97,18.21
93.58,2090,13.58,1
93.69,2233,12.47,6.45
94.91,2519,4.04,18.23
90.9,2141,1.55,20.73
93.52,2138,8.87,16.88
92.94,2255,14.44,16.48
98.26,2250,13.4,14.78
90.36,2174,13.86,18.59
96.78,2138,17.69,9.91
89.55,1877,12.68,11.53
92.95,2421,16.12,13.67
93.09,2171,14.24,5.07
95.33,2204,5.49,14.09
94.73,2188,5.58,18.93
98.26,2304,12.15,17.72
95.05,2187,16.26,10.47
94.57,2620,9.85,16.48
94.28,2287,2.43,14.53
98.43,2365,18.34,13.25
91.34,2105,11.26,13.42
96.63,2428,5.38,17.48
92.69,2088,15.51,11.05
92.72,2201,17.13,7.14
92.48,2515,9.38,17.74
92.47,2138,8.47,18.69
92.1,2538,10.12,14.38
86.88,2039,14.53,12.67
91.45,2091,3.28,13.53
93.28,2560,7.36,12.04
90.31,2168,0.83,10.4
94.62,2058,10.13,16.35
97.1,2041,8.75,14.07
97.06,2337,16.97,6.1
93.39,1784,8.59,9.8
92.98,2114,10.45,11.79
92.9,2217,11.26,16.64
95.7,2600,7.68,17.03
91.15,2028,11.87,7.89
91.75,2435,5.52,17.78
94.72,2455,3.55,19.29
95.93,2305,6.36,22.13
96.3,2221,13.51,3.52
94.08,1976,6.13,15.58
93.05,2295,7.53,16.94
85.98,2085,1.44,17.1
97.07,2301,15.9,10.58
90.78,2448,-2.94,11.79
92.33,2340,11.6,16.96
96.5,2396,7.48,15.48
94.11,2252,5.19,13.96
92.95,1983,14.52,8.51
90.46,2093,15.22,7.56
93.91,2367,16.78,17.1
88.76,2237,6.03,20.84
93.96,2749,2.44,18.67
93.57,2129,4.2,20.6
94.37,2258,8.44,14.95
92.19,2019,3.66,15.28
94.48,2382,9.75,19.12
93.45,2332,4.7,15.95
95.55,2468,10.07,11.57
93.89,2052,16.37,10.48
93.81,2141,9.97,4.57
92.86,2725,7.73,14.22
95.63,2534,10.2,18.74
92.51,2337,3.89,11.71
95.47,2486,8.83,18.57
91.48,2138,6.33,12.57
96.06,2551,-0.1,18.89
91.81,1849,13.47,6.62
95.07,2276,3.93,20.38
97.21,2567,12.59,18.85
93.69,2253,19.94,9.95
93.2,2120,13.16,10.02
94.94,2001,5.89,9.27
95.53,2310,14.67,4.59
97.12,2283,11.27,15.63
92.11,2192,6.6,17.07
90.67,2064,5.53,16.27
95.31,1926,17.97,9.45
89.15,2200,16.09,7.59
97.16,2302,8.98,11.59
94.83,2372,7.29,18.27
94.66,2135,17.26,9.16
93.19,2243,5.63,18.62
90.71,1994,12.56,3.69
96.72,2390,12.16,9.08
95.01,2739,9.39,17.37
92.63,2030,16.35,5.62
92.99,1849,5.25,9.2
93.14,2023,1.7,17.78
95.19,2151,12.39,13.41
94.14,2631,7.81,20.15
89.66,2175,17.22,6.93
91.85,2443,8.98,21.07
94.54,2502,10.23,15.77
93.6,2527,10.78,11.89
94.99,2832,11.7,19.08
94.87,2186,3.3,17.03
92.92,2097,11.05,15.79
92.55,2141,14.97,11.07
97.64,2326,9.69,14.92
91.22,2258,2.63,8.82
93.1,2290,11.46,16.87
87.23,2173,4.99,18.72
95.49,2075,10.4,8.21
97.42,2285,15,12.25
93.75,2350,13.24,14.76
90.94,2326,21.25,5.8
93.34,2223,4.37,16.49
97.34,2184,14.38,10.69
92.38,2109,5.71,17.68
89.28,2199,17.63,8.17
98.24,2223,10.04,16.77
92.48,2256,15.04,13.36
95.3,2059,18.07,3.6
93.01,2302,10.53,15.53
93.92,2263,2.64,17.96
96.4,2281,12.88,17.56
90.28,2000,3.33,17.12
94.57,2391,2.53,17.8
96.63,2323,13.65,12.34
94.67,2246,0.71,14.9
97.99,2231,16.64,10.11
92.86,2403,6.48,17.89
95.29,2212,13.42,11.95
93.95,2540,6.69,18.86
92.01,2295,4.71,18.01
87.54,2251,16.44,11.91
87.3,2169,0.12,16.61
94.82,2400,8.99,17.77
98.55,2270,15.63,11.79
92.56,2072,14.45,12.18
96.48,2507,3.4,20.2
96.91,2248,15.53,15.15
93.37,2097,13.9,14.32
95.8,2402,6.9,18.4
92.03,2130,13.02,7.49
92.95,2049,8.37,12.44
94.09,2091,12.84,4.55
92,2772,1.16,17.78
94.34,2316,9.34,15.23
94.27,1964,13.83,12.79
95,2299,-1.82,10.48
95.11,2263,11.59,15.73
95.26,2538,17.18,10.85
95.62,2389,7.13,19.48
93.11,2343,9.64,18.38
95.33,2324,6.73,17.63
95.49,2284,14.17,15.57
93.36,2243,8.86,16.24
96.49,2182,13.83,13.96
94.72,2257,3.05,19.89
97.02,2385,6.44,18.43
93.75,2392,2.78,22.79
89.35,2262,14.3,16.91
94.66,2115,15.88,8.47
100.08,2394,5.93,15.76
92.14,2075,9.6,17.65
96.39,2368,6.59,18.25
95.33,2529,8.05,16.47
92.02,2241,10.5,16.61
94.99,2318,14.57,12.06
93.57,1905,9.25,13.59
97.1,2319,15.87,10.11
98.17,2449,7.6,15.05
94.94,2164,14.24,10.93
96,2128,14.68,15.72
94.77,2084,15.04,4.86
96.47,2270,9.77,15.56
92.86,2176,17.97,12.56
92.82,2271,8.08,18.68
95.3,2524,10.25,19.51
92.69,2053,16.36,1.91
96.71,2410,14.06,10.17
95.43,2386,6.36,17.9
92.06,1961,3.17,17.62
94.24,2232,7.21,14.94
97.69,2368,18.34,1.26
89.61,2254,0.96,19.37
96.06,2320,3.6,17.65
93.52,1905,5.02,17.74
95.03,2449,8.34,18.89
92.6,2161,13.43,8.56
95.54,2380,1.61,10.82
93.2,2187,16.94,11.69
88.76,2090,18.18,6.76
92.07,2171,17.36,11.89
93.81,1980,11.1,10.06
90.76,2190,4.89,18.24
94.17,2163,11.65,14.81
90.88,2086,12.11,8.79
95.97,2242,11.8,17.27
97.04,2511,8.77,19.25
95.92,2206,4.57,19.02
91.7,2252,6.47,18.14
98.49,2526,3.99,14.94
93.86,2416,16.28,17.05
96.74,2424,8.3,16.73
95.23,2175,15.12,4.49
92.1,2271,14.24,13.9
92.39,2246,3.18,13.78
95.08,2490,7.95,19.77
93.9,1969,16.24,8.81
94.12,2163,7.71,19.13
88.73,2202,10.94,16.21
93.75,2396,9.25,16.67
94.36,1739,9.49,13.67
95.35,2319,5.36,18.89
96.38,2380,16.41,13.36
95.79,2316,11.5,12.48
92.8,2121,14.97,13.02
96.77,2033,11.3,13.98
95.03,2675,3.46,19.25
92.93,2317,19.01,3.81
94.28,2162,8.06,18.98
97.34,2575,9.2,17.95
92.45,2224,8.97,13.37
91.23,2365,3.77,19.62
93.21,2330,6.92,17.87
95.13,2226,1.73,16.22
97.21,2561,10.25,11.41
98.65,3015,6.98,15.43
92.17,1997,4.57,18.3
97.66,2297,16.02,11.07
97.7,2295,13.83,8.7
92.26,2149,8.99,15.15
96.4,2365,3.97,14.74
90.96,2331,8.22,17.61
94.3,2213,11.35,14.93
91.05,2059,16.67,2.97
94.96,2281,12.73,14.88
96.98,2405,-0.44,18.7
97.24,2338,13.59,15.46
87.9,2070,7.34,14.32
95.32,2711,0.68,19.77
92.69,2304,9.23,18.81
92.43,2178,4.16,15.39
92.71,2355,3.87,18.2
95.63,2387,5.76,15.3
92.18,1901,12.65,7.53
97.59,2340,17.27,7.77
96.64,2525,16.29,15.19
95.85,2658,2.73,18.59
88.24,2327,8.79,19.05
90.41,2375,5.08,16.34
90.9,2024,14.62,13.26
92.66,2044,5.56,15.35
92.99,2583,2.1,10.22
95.12,2417,3.34,20.92
95.12,1938,7.31,16.82
97.51,2234,13.88,3.32
91.02,1982,11.8,14.31
87.48,1951,18.16,2.34
94.8,1854,12.45,14.32
93.57,2316,0.75,18.17
92.94,2418,2,21.68
92.54,1998,4.68,14.32
94.21,2035,16.04,13.69
93.66,2284,15.26,11.07
98.68,2396,11.51,15.45
95.42,2132,4.29,14.14
98.89,2320,14.49,12.31
99.14,2423,4.28,14.62
94.27,2223,17.13,7.3
93.28,2337,4.57,16.17
94.86,2207,9.6,19.44
98.27,2015,6.04,12.03
